Company_Name,Month,Revenue,COGS,Operating_Expenses,Accounts_Receivable,Accounts_Payable,Taxes_Paid,CapEx,Asset_Sale_Proceeds,Investments_Bought,Investments_Sold,Debt_Raised,Debt_Repaid,Interest_Paid,Equity_Issued,Dividends_Paid,Net_Cash_Flow
Hero MotoCorp,2021-10-01,457588911.3655001,252333108.39533862,55474486.847784534,26294162.616452426,51133363.59211201,37445329.03059423,21042415,2438168,2054569,8786875,9355586.0,5318484,1813241,1089758,194661.0,109819632.09178269
Hero MotoCorp,2021-11-01,537673124.0894896,307391141.2063783,57511469.96498833,56609957.60752077,57839591.25380321,43192628.229530744,19989822,894737,9788590,9144478,,7655334,257061,1342894,4035541.0,99233645.68859223
Hero MotoCorp,2021-12-01,207392509.06472814,117453961.88728663,33845067.179119684,19476557.67307415,24476445.741531976,14023369.999580456,6623927,1068143,1467770,1386809,664990.0,1453795,1352164,86184,,37098354.998741366
Hero MotoCorp,2022-01-01,132079943.5419346,68427814.50459605,18424474.73463872,12206179.606232502,,11306913.575674955,6310486,1056693,25979,467741,4211219.0,321405,753020,643113,361046.0,33319928.727024868
Hero MotoCorp,2022-02-01,240143013.02190837,162153735.17778805,41440954.64819559,13798935.49337407,,9137080.798981184,10124791,1084258,4119500,3519419,3240031.0,6156393,686592,1044013,2036567.0,21010659.396943554
Hero MotoCorp,2022-03-01,379691274.07144916,170566807.113845,46374298.44643104,24862611.42185151,30465252.070986364,40687542.12779328,11217812,1285176,3421101,4529786,15397103.0,4598959,3148326,2713737,1970132.0,128635778.38337985
Hero MotoCorp,2022-04-01,203079972.63338283,119333682.51534638,33299064.991017196,29483304.80402809,,12611806.281754814,6544745,855208,2220827,3207439,,2508386,652524,1852924,3186104.0,28638403.845264442
Hero MotoCorp,2022-05-01,471497029.01858956,218988588.46233192,76896942.27467403,33535449.2452606,,43902874.5703959,15396515,2070949,7129016,3167011,9676357.0,8049017,4057167,1291820,6431707.0,124097409.7111877
Hero MotoCorp,2022-06-01,359720714.0770634,160109339.1976466,48555416.6945225,39488128.763042554,23094135.26990915,37763989.54622357,15664103,3278373,1072995,737699,7507265.0,2815952,2088201,1170658,,108078207.63867071
Hero MotoCorp,2022-07-01,429813376.1814522,288388656.3394744,50167693.88859993,41970495.16114755,48143805.964889094,22814256.488344476,14790607,106680,7155125,7748139,20417715.0,6219023,3973072,4255820,5892391.0,74769571.46503343
Hero MotoCorp,2022-08-01,124288326.5920639,69006691.99906984,12805632.66128341,15716962.773817724,16597810.659023652,10619000.482927663,2449461,1107693,1052567,2120671,5007393.0,2884410,173697,423062,2136718.0,36590730.44878299
Hero MotoCorp,2022-09-01,158140750.32618776,83336655.65629728,25589581.73236856,13309379.560515603,8363508.253303182,12303628.23438048,3974876,1310112,1393834,369215,296518.0,979217,1375088,503166,2894140.0,33518019.703141436
Hero MotoCorp,2022-10-01,505094540.2443697,221138361.46737367,62372038.38068914,42484628.78297176,35128487.13847616,55396035.09907672,12336694,4658497,8627806,7181376,5403516.0,13327896,3692515,3384419,1305704.0,162466994.29723015
Hero MotoCorp,2022-11-01,476908238.37661356,259615985.91085786,83048560.85478273,39505044.56446834,47369599.15112103,33560922.90274324,13739229,2479458,4343240,5531345,9592338.0,3132390,1088707,202565,8523890.0,100203440.70822972
Hero MotoCorp,2022-12-01,112000179.5075789,69514866.87631495,20321576.521564662,5960474.869125879,6134628.276638715,5540934.02742482,2496354,730379,1609096,67323,1016491.0,1851100,733210,249596,2013481.0,14331545.08227446
Hero MotoCorp,2023-01-01,249407650.27738467,105407135.50385934,45776729.18350686,23388858.62268552,12548306.184288828,24555946.397504617,9767172,1529844,1166533,2889706,7125234.0,3374122,409366,1136206,4468502.0,74278918.19251385
Hero MotoCorp,2023-02-01,385629727.6906286,230735366.82280576,55498565.17947517,32929339.879461125,48371821.76835726,24848948.922086913,16005498,126875,2843724,1935025,668137.0,8085248,2236532,3713457,6929426.0,58427661.76626074
Hero MotoCorp,2023-03-01,341214983.5945494,149816165.76815844,37667927.31174377,31143262.305810697,49943066.37319836,38432722.628661804,11458349,3185258,2237058,1975952,13952326.0,10084970,181393,745723,1253357.0,120716296.8859854
Hero MotoCorp,2023-04-01,446883219.6068213,270386238.4944774,48051029.60157669,42409466.867875494,26584777.398583338,32111487.877691805,16467305,671999,7061393,7326065,19958346.0,1113664,2256483,2553389,7523720.0,100762175.63307542
Hero MotoCorp,2023-05-01,439432384.03903747,244043558.02906084,80500153.4023471,,44748752.54760796,28722168.15190738,6241957,188944,4472781,417876,3795195.0,5408471,3885665,4216811,,79853781.45572214
Hero MotoCorp,2023-06-01,245392828.7557877,100291086.93411115,38609538.070639774,32845892.09859327,,26623050.937759195,12241520,1621348,4762670,523259,5619848.0,2483394,74745,1289844,,70629417.81327759
Hero MotoCorp,2023-07-01,192586333.102388,115310977.87549181,25570206.59485932,16869813.66055814,26905417.49671251,12926287.158009216,8355799,921657,2484183,3812143,7097648.0,4939393,1115149,1471846,192888.0,39770327.47402765
Hero MotoCorp,2023-08-01,144457944.50498265,69421610.05341998,20677792.570484553,,16371976.196117252,13589635.470269531,4241469,937017,917658,1930806,3567078.0,2883412,271718,1083759,1752683.0,42044680.41080859
Hero MotoCorp,2023-09-01,458581334.98352265,236943264.47113767,76513627.4654896,65962615.822373934,68223872.91651022,36281110.761723846,11429544,3222576,1527682,6548932,10106171.0,230721,225366,3186137,258329.0,115763785.28517154
Hero MotoCorp,2023-10-01,430348037.8706087,252066279.94835663,68186447.70766954,47619108.02733027,48167143.68701839,27523827.55364563,18512044,685644,1660828,457212,3474119.0,275850,535212,1553169,,67015585.66093689
Hero MotoCorp,2023-11-01,209769635.5579585,119841919.46129166,21644073.80707001,29428852.60674308,11310712.366755575,17070910.572399214,9129855,872409,3812205,2085503,861316.0,2685327,1366261,1506594,3216553.0,42089899.71719764
Hero MotoCorp,2023-12-01,346814677.1986963,166540848.00274482,36874180.60070057,44928140.58871018,38904261.938328296,35849912.148812726,13949186,3125539,3426645,4661214,4129782.0,177367,685691,2404936,4652397.0,102090440.44643818
IndusInd Bank,2021-01-01,250503093.99160895,171441380.3854475,28423557.17445564,31744151.70252822,27997178.96239082,12659539.10792645,10801317,395085,2927848,4855366,11088611.0,4566612,2326503,1529614,,40588514.32377935
IndusInd Bank,2021-02-01,436260234.5575382,271344868.2198952,72498668.01315108,57903815.56552472,51714577.14136298,23104174.581122987,16183681,2698261,2718123,7304223,,3357010,1009154,3009605,6017695.0,53038949.74336895
IndusInd Bank,2021-03-01,215930578.24791932,107027315.0187876,40193472.90678241,15044593.073216733,14260437.701922735,17177447.580587327,2256152,1649204,3867921,259718,,5552225,185326,1392880,,42972520.74176198
IndusInd Bank,2021-04-01,399855721.8124707,274830190.20112365,53432581.8064927,28496842.729527876,42463687.586277045,17898237.45121358,15474823,3468849,5069061,1731071,16251552.0,503869,161334,1439142,7853451.0,54602300.353640735
IndusInd Bank,2021-05-01,517997637.42765296,273320119.0451568,56808717.2683724,76555469.77489904,52418042.05255361,46967200.27853094,24415045,396873,6161411,2242423,,15184867,2011034,1294805,3225045.0,93838299.8355928
IndusInd Bank,2021-06-01,396078458.1890595,253601633.5754906,63801849.14914964,26924773.167523984,41444401.86232452,19668743.866104815,16428630,2118795,4257432,2663963,18838954.0,9489968,2971477,846133,7313681.0,61941881.59831445
IndusInd Bank,2021-07-01,123522449.61602555,57386137.73472348,21229852.200722158,7223353.513108659,13257957.427345365,11226614.920144979,3195000,1003008,540853,531117,3402408.0,3221751,1015665,1025799,2178975.0,34880524.76043494
IndusInd Bank,2021-08-01,383687556.1713069,260862842.66222507,65985105.37591012,22154567.41882855,27787029.300169215,14209902.03329293,11513787,2385085,732792,2577835,7166511.0,10968265,3441336,1247454,7300587.0,42512558.09987879
IndusInd Bank,2021-09-01,389161893.5228742,227512489.02290517,51431010.86808782,41649978.684383556,28667820.235213686,27554598.407970294,15705638,3058082,4330963,6768420,9125307.0,2932623,1452061,1054664,6654249.0,81579003.22391088
IndusInd Bank,2021-10-01,262790327.9496678,146534878.45286608,47872782.84097685,14309428.75372308,38266625.761805095,17095666.66395622,12440529,1503323,3577682,2453969,8903121.0,1859448,274006,625703,4262577.0,48129201.99186866
IndusInd Bank,2021-11-01,284661344.9340193,167896988.3101867,38501239.72014872,16419580.290075358,35669706.451818585,19565779.225920975,13353287,271759,3196513,2447885,,7649074,895850,1366225,3237546.0,34450936.677762926
IndusInd Bank,2021-12-01,259125923.89023855,112979909.94992025,45368553.55653038,18729799.08311599,38721177.317831665,25194365.095946975,10835341,1535818,2839050,4516499,3485775.0,2698430,1910212,1379671,2718749.0,71446796.28784093
IndusInd Bank,2022-01-01,338327035.32578725,165068597.0892639,35531645.386346765,44998059.702177614,47578809.24465715,34431698.21254415,15858443,3234023,3594555,6601541,9430815.0,6925647,2922459,2193652,6615426.0,103108475.63763246
IndusInd Bank,2022-02-01,429446693.0719727,220564851.46596733,73643362.4930352,37212294.75565052,31253429.84571385,33809619.77824255,5474908,1792651,7214830,3768909,7573721.0,5038820,2183817,662737,4858525.0,101874402.33472764
IndusInd Bank,2022-03-01,479156907.9610902,270120847.5827169,68679182.78724171,70099709.20711042,42679898.040453464,35089219.39778291,14126358,662860,7344047,4674892,20577537.0,5218354,320956,9201,7893368.0,109712542.19334872
IndusInd Bank,2022-04-01,303707348.1938718,206560064.45266774,39664642.5610052,21157227.028423026,23329180.668540727,14370660.295049714,13012995,67583,1385620,3960954,,801593,1970238,3007196,2124815.0,30852452.885149144
IndusInd Bank,2022-05-01,363598042.2641687,163205223.89559543,56259261.99260763,41113975.99673991,52995962.040446535,36033389.093991406,13722508,3566077,4350116,5605652,13662464.0,9608323,3156959,2032185,,112861736.28197423
IndusInd Bank,2022-06-01,378150337.4576428,151487824.50144744,70806092.78685248,35689406.776409276,,38964105.04233572,8382389,1948827,1303595,862800,5801966.0,5937693,2906433,1759879,4069389.0,115819924.12700716
IndusInd Bank,2022-07-01,202846270.35142294,116609383.57674123,32693502.29841583,24923908.839952506,25583205.19755835,13385846.11906647,7360416,1954575,1539570,2537996,4155126.0,3905237,1834646,171811,3175466.0,39905249.35719941
IndusInd Bank,2022-08-01,425517816.06279504,234776563.64287966,68341962.85953522,21691716.66030754,54475070.47122876,30599822.39009504,15543842,2865057,4107006,7034873,3446997.0,12518821,3625485,3622694,4866602.0,85495546.17028512
IndusInd Bank,2022-09-01,154335363.93560848,84842006.4454369,25503909.330968402,17853129.704622045,20119342.36469228,10997362.039800795,7645371,1525734,1532006,2389264,1615381.0,3657843,250714,950159,1010127.0,29345088.119402386
IndusInd Bank,2022-10-01,436458920.31655496,242112855.11691055,76210740.53236201,27106227.831209674,31495276.718936548,29533831.1668206,8760100,2533304,4823627,4687901,19150262.0,8154451,1938003,181613,7343546.0,101389233.5004618
IndusInd Bank,2022-11-01,531261227.71880764,301923523.0758229,85489222.20335016,73051551.34901443,,35962120.60990865,19293217,5302476,3656304,2641868,2159312.0,11993723,4537177,60843,5585193.0,95040496.82972595
IndusInd Bank,2022-12-01,156138114.43509114,89812454.21111149,24911054.397521134,19941224.6936243,15706342.863716112,10353651.456614628,5826341,914493,2046294,2480728,,4592235,1441414,1344882,1149749.0,20745024.369843885
IndusInd Bank,2023-01-01,240193080.0759427,158476940.91405588,46711231.95952989,27969930.839796547,23587318.18042495,8751226.80058923,5488212,797809,2966615,2619529,3794419.0,3291670,319631,674660,3594895.0,25010610.40176769
IndusInd Bank,2023-02-01,380849621.93983406,234609262.61396906,61617796.12810859,45488124.80394581,27205145.80810471,21155640.799439102,16388091,2892612,3910141,3816520,9743147.0,1399347,258312,2309346,4986048.0,59620969.39831731
IndusInd Bank,2023-03-01,394121573.89720017,189335584.2183068,54908112.44067345,30738709.001628533,28684573.725985568,37469469.30955498,6819582,2863114,6500432,7675140,,7749065,1575284,3492320,,103794618.92866494
IndusInd Bank,2023-04-01,283473658.40633714,168756215.94431606,34511793.75660323,19951428.674151547,,20051412.17635446,8745651,248422,4680045,3730065,11524385.0,2661653,1994191,2376881,2366427.0,62231412.52906338
IndusInd Bank,2023-05-01,135925621.93645942,79753678.45981178,20062391.469959516,17389824.74842705,9992647.807344642,9027388.001672033,6035378,601037,2473345,546499,2020667.0,1075442,1285588,1055920,2429584.0,21741644.0050161
IndusInd Bank,2023-06-01,113342719.6038752,68702928.38972959,17448257.884147048,11315660.341103852,6400510.94415508,6797883.332499642,2186699,355675,34635,320687,3820295.0,1993604,11817,520674,1704104.0,22668972.997498926
IndusInd Bank,2023-07-01,117444872.40193471,51819572.71372418,12513532.493568717,16108057.682826703,14454350.357364342,13277941.798660453,5869021,432566,784077,8577,4071944.0,554236,760427,77700,,37693814.39598136
IndusInd Bank,2023-08-01,428303512.77570176,274916822.5191423,74960238.12457469,53417590.99687111,62413913.13404567,19606613.032996185,13912754,1459920,8392465,4133718,,9657263,4151183,2787023,,31086835.098988555
IndusInd Bank,2023-09-01,225927828.93677378,97072455.19643226,29788500.95168485,23214670.11120552,32683436.96369632,24766718.197164167,4850093,1948092,4484781,865020,,2737224,176339,294319,2440954.0,62718194.591492504
IndusInd Bank,2023-10-01,470231741.7481349,234031491.86389694,69359969.87487008,41778380.614486136,39618868.938343436,41710070.00234197,7476591,3065665,1387213,1493340,20606644.0,4124597,4549122,3336590,3501651.0,141432055.0070259
IndusInd Bank,2023-11-01,331948163.6977077,217476497.13991746,64119356.09989949,47457064.750771835,16861445.771798413,12588077.61447269,3377423,3155003,638466,5934094,14040677.0,2448382,1861886,387808,5128913.0,56878117.84341807
IndusInd Bank,2023-12-01,314948808.63524956,143243102.9063521,50198941.82908249,34082600.93600956,32374973.932406805,30376690.97495374,4627131,1302607,4594472,2580129,14203181.0,5498396,267535,2570372,1242116.0,99994386.92486122
Bajaj Auto,2021-01-01,391680493.5738789,212890510.4898845,61149380.07760951,42932041.232342504,35642130.817747355,29410150.75159622,14848293,3161158,6795438,4446011,664393.0,11685326,2377552,179594,7011169.0,74858283.25478867
Bajaj Auto,2021-02-01,149471415.93007803,101522659.47430825,28331022.303305257,9541819.66037887,20179897.029286385,4904433.53811613,6211058,1157060,393423,1049659,6576735.0,2154261,1372074,631180,1501093.0,16892273.61434839
Bajaj Auto,2021-03-01,290394825.33387375,175059117.0691132,44401988.51235486,25615973.5159846,,17733429.938101426,8306688,75018,5121703,5453623,8306549.0,2042003,1405392,2048975,792553.0,53607088.81430428
Bajaj Auto,2021-04-01,233087717.06224358,149689200.2316687,39168564.06055767,32742475.1108522,32573149.53697884,11057488.1925043,2637565,2075251,625058,1475785,10500747.0,4344465,1638861,1060041,3227799.0,43961624.5775129
Bajaj Auto,2021-05-01,414354119.4831152,273613661.3380686,48201470.05961307,59318940.98032031,,23134747.02135838,8003108,3065356,2843408,7995112,11838860.0,6633433,2725448,874756,5108454.0,81457053.06407514
Bajaj Auto,2021-06-01,395411070.60433304,196984784.7910572,65566961.245497756,24679984.75914701,39819779.30136298,33214831.14194452,17291255,37880,4195659,6397816,19457592.0,8060000,2309846,3916606,7558155.0,104050867.42583355
Bajaj Auto,2021-07-01,185238311.10413328,94627808.86810037,26363847.04384321,19707357.817750126,26872187.192341693,16061663.798047423,8030990,464657,2951551,2563660,6898148.0,483338,1323631,1733016,1857643.0,47128915.39414227
Bajaj Auto,2021-08-01,469116343.5986006,252646987.31273183,76916397.72203453,44833743.770145416,44930994.723997675,34888239.64095856,7615622,4003201,998091,7607085,10054353.0,8403474,4022564,2341886,,117715644.92287569
Bajaj Auto,2021-09-01,114079790.01865593,57527468.75860481,22757204.71083656,9153745.46533701,8427512.672567371,8448779.13730364,5236573,584352,2194271,1796985,1522968.0,868773,704259,86891,481981.0,21819798.411910918
Bajaj Auto,2021-10-01,336603464.20161515,147478023.8824277,50698206.85083847,34641986.50101525,34146618.19573001,34606808.367087245,16618533,148351,4924568,1244588,6256926.0,9399616,402867,870895,7771.0,89927189.10126173
Bajaj Auto,2021-11-01,468914147.69333434,296352365.4595577,79980151.05162616,,,23145407.795537617,6263368,3817779,2230975,5774950,7685360.0,12891047,2430171,747916,3042265.0,78219969.38661285
Bajaj Auto,2021-12-01,399163122.1618765,174612032.0074635,71713496.49846731,45574307.47059374,54874012.394278266,38209398.413986415,19398746,3373816,6415267,907529,,4822150,1139444,1500190,782170.0,87851953.24195924
Bajaj Auto,2022-01-01,378167475.86718166,234595331.501685,70527045.26914787,39191372.289866805,29839294.584177908,18261274.774087198,12344397,497730,1667716,2174232,3101706.0,5783873,63131,862447,1897464.0,46545379.322261594
Bajaj Auto,2022-02-01,150361254.6216169,66651444.420063056,23177125.763833832,16756764.253355889,14738010.846479634,15133171.109430004,7131690,876098,2982361,522126,,83335,47285,444451,2770131.0,34227386.328290015
Bajaj Auto,2022-03-01,315415462.68168056,130522053.95312092,62665974.4294038,24088223.859229058,19764599.10242088,30556858.57478896,14170777,1930667,1184491,224059,4070971.0,2898436,2080708,2935245,1136518.0,82541004.72436689
Bajaj Auto,2022-04-01,139302582.3554184,82497776.40800415,25261345.009801805,11833399.093204042,15257961.621344747,7885865.234403115,4492764,1240311,891751,1537411,2997149.0,1154662,562270,385453,1568468.0,24047951.703209344
Bajaj Auto,2022-05-01,354405797.3579578,230439143.4416204,35906034.11396269,30282615.185273625,44046144.01938375,22015154.950593673,15812723,3492656,5748345,1469986,8553465.0,5476946,2680116,1042867,6824117.0,58000503.85178102
Bajaj Auto,2022-06-01,213888710.58375642,98235229.30246904,42158872.9305129,13423704.848491473,14439155.123819066,18373652.087693617,2432883,1845940,874977,3965743,9687721.0,3324078,292009,1191937,1535621.0,67312500.26308085
Bajaj Auto,2022-07-01,171233733.27023107,83104199.4720848,21699543.051682375,23617396.275560286,11343877.864642916,16607497.686615972,7156766,616196,209074,2147908,3609068.0,3829168,810976,1649211,18733.0,48829825.05984791
Bajaj Auto,2022-08-01,325662287.1434199,157036378.92355263,58498144.721072905,,45754894.60612492,27531940.874698594,15515215,1455499,4065156,5075759,15151463.0,4684790,291162,1004667,807463.0,84698172.62409578
Bajaj Auto,2022-09-01,334277865.7025679,212755002.96049124,57338084.99378005,45488361.14414186,17034221.324773185,16046194.437074147,10109755,3142581,701916,2861895,15808522.0,3025567,1769731,1200520,1253975.0,59139910.31122244
Bajaj Auto,2022-10-01,350743773.0885236,149775363.1994048,70028148.5483269,36881782.87277077,42105999.72268841,32735065.33519798,5622234,1161237,3610803,1382193,10122975.0,9455066,2974444,209611,5155154.0,101638564.00559394
Bajaj Auto,2022-11-01,235816425.45158085,97497096.83592755,46160866.20287742,34261049.69383961,18378502.22997228,23039615.603193972,6897369,1991258,1934498,1944776,6282771.0,3946212,1252516,835815,917831.0,70505784.80958192
Bajaj Auto,2022-12-01,265577457.13327307,131565164.04570451,40538104.51822904,34015846.78678795,33699474.36588559,23368547.14233488,5530500,1705585,1510190,90721,,5964693,1978524,172193,2314281.0,54775952.427004635
Bajaj Auto,2023-01-01,238047092.2084831,101516139.03413856,31823548.861864675,21369123.87634564,33557728.67040875,26176851.078119967,4249034,1130752,200633,2718452,5446229.0,4197958,1875436,2004116,3845637.0,83376319.2343599
Bajaj Auto,2023-02-01,303179958.6971222,126270621.32879552,58845914.82661898,32159725.525786113,35131816.87030494,29515855.63542693,5187977,66024,3196702,2364918,14076977.0,8748118,2854590,39214,4811776.0,96670806.90628079
Bajaj Auto,2023-03-01,109622662.82323408,45765191.88867503,18362397.09199242,13886676.034443265,13264732.289496206,11373768.46064166,4061951,539972,548290,392848,3037628.0,459369,1054885,854758,143206.0,33481512.38192498
Bajaj Auto,2023-04-01,512630640.4814549,286786213.0468991,54732300.27504812,44512564.64197396,,42778031.78987692,17728952,1904371,2934139,8638580,23756226.0,1276502,920363,3447712,113827.0,141970181.36963075
Bajaj Auto,2023-05-01,191765991.71104485,78769553.20585622,22031749.377527475,,16620674.928195491,22741172.28191529,5803306,1463702,3128422,1977583,6535202.0,5313784,1047601,307479,22487.0,69268275.84574586
Bajaj Auto,2023-06-01,217816270.67856026,116776209.61653925,40327267.53497342,26325351.240084898,11607664.239706432,15178198.381761895,2728170,1479394,3212810,15050,9812681.0,5228641,1230963,1362884,3274198.0,50900740.14528569
Bajaj Auto,2023-07-01,189247196.8746682,75946027.53619175,29432447.548203103,27115301.595068272,15794148.823874759,20967180.447568342,5338400,1202252,1337284,323573,,5271821,519357,300106,2266797.0,49993813.342705026
Bajaj Auto,2023-08-01,362550504.3583171,241743965.55022874,48212975.026771605,20377189.260809917,35384057.9679188,18148390.94532918,4941282,2349722,1655890,5772473,17100636.0,7241700,2338442,1990198,924178.0,73070831.83598754
Bajaj Auto,2023-09-01,137839198.78087062,66084536.449497856,19409484.028242797,,7387195.022716116,13086294.575782493,3152342,774071,2429037,593465,3149271.0,1031232,1289785,842827,2288658.0,38194311.72734748
Bajaj Auto,2023-10-01,172268697.11792514,110486249.59442288,32923710.688315064,18476734.125822175,16889181.517462194,7214684.208796799,6136045,898102,2595687,1730174,1214844.0,1781157,1025116,638471,1850780.0,16755440.626390398
Bajaj Auto,2023-11-01,301384953.7747702,188473338.49827653,36246721.68886418,35187561.891120344,34651218.1476081,19166223.396907374,14916185,653077,4150926,3167475,7069395.0,6511298,2275597,1735496,5254162.0,49321506.19072212
Bajaj Auto,2023-12-01,318047042.36566466,154200192.0183256,47667349.488496445,45624838.99449449,20667003.01030826,29044875.214710653,11177236,1725762,6234599,4571586,6283616.0,6435955,2161594,1530892,2525076.0,82303754.64413196
HCL Technologies,2021-01-01,331257978.7025951,175610230.98754668,49217022.56280142,26613317.739636924,26965021.0296656,26607681.288061753,4528607,1168826,5582759,501554,798001.0,4581742,754723,3045838,3093307.0,72180058.86418526
HCL Technologies,2021-02-01,366156527.90035117,202053289.6172101,39735822.20885024,20011131.50550311,37341937.70675039,31091854.01857271,11406350,3176129,6974203,605978,8751365.0,4630981,3619258,2403589,1989150.0,87428481.05571812
HCL Technologies,2021-03-01,220581911.34626946,133672188.77291484,44004988.09789917,21338182.761065423,26992153.388890672,10726183.618863862,4951197,641518,3085632,1142334,813383.0,3120070,1067697,312683,697757.0,26738956.856591586
HCL Technologies,2021-04-01,334670961.12997663,196243865.1426608,51536344.9490029,40503673.01149712,27413977.516347453,21722687.759578235,6673618,179869,5644175,1633751,11163532.0,6805060,2486973,1788663,,65827422.27873471
HCL Technologies,2021-05-01,397917492.0191247,209551544.9919199,69728831.88945068,49399067.2209798,21489954.4871087,29659278.784438524,5978739,2330193,1062467,895072,,7640140,3065827,3634412,6860483.0,71229857.35331558
HCL Technologies,2021-06-01,347035870.85852283,230591216.82723433,66467016.1348167,26943148.2218273,30444961.534892324,12494409.474117951,3606723,2453216,882961,6238731,13889454.0,6248960,318862,2602970,6865359.0,55574945.422353856
HCL Technologies,2021-07-01,107575817.64808801,64672617.54933476,13182363.444394987,7964082.714400874,11561272.12324043,7430209.163589566,1488283,189468,749656,1337718,,2887993,66083,85443,809858.0,17901383.490768697
HCL Technologies,2021-08-01,397513808.07094026,182179104.26374274,54264008.7997809,,,40267673.75185415,5352261,883657,3132113,4501661,4292935.0,4722408,309982,1301112,6550981.0,121996900.25556245
HCL Technologies,2021-09-01,292049949.6631262,125019458.10992701,40883093.00649358,20716508.156204447,,31536849.636676397,7881167,2332582,2343480,4847167,,724629,432795,2435296,5108995.0,87734527.91002919
HCL Technologies,2021-10-01,416249479.2107565,221741571.37654418,49433694.56866998,53161034.52748767,,36268553.31638558,17567215,2253958,4546705,3688626,8548555.0,11589418,547514,2911261,6432826.0,101182878.94915675
HCL Technologies,2021-11-01,464596902.05642194,306044587.7111815,68733000.66875514,43202487.751069374,56653155.92940229,22454828.419121318,13960471,4224476,3531808,9016408,17473118.0,8304860,3564780,3108746,9049919.0,80586208.25736395
HCL Technologies,2021-12-01,298353238.1635917,175650678.32403547,53173379.34399194,35356206.554280914,,17382295.12389107,5580724,819746,1827154,965802,6384609.0,3121958,1926153,1879241,1527699.0,52909164.37167321
HCL Technologies,2022-01-01,317021918.9586756,204875268.38153756,49998492.18725758,22907523.1688627,17122691.379229818,15537039.597470121,14409903,2117332,3454207,4025047,497502.0,5964791,1288477,2811910,2743792.0,35386889.792410366
HCL Technologies,2022-02-01,370889803.3948712,187590491.761807,46092362.633573085,21706316.166645218,38372729.13596453,34301737.249872774,10594475,3397401,4606852,3121365,6699873.0,438598,2917392,1651210,5316404.0,100922523.74961832
HCL Technologies,2022-03-01,228914323.08985892,139289331.52974093,26560164.31231487,16874824.076818906,27296785.015996978,15766206.81195078,5530531,570864,3418583,2061882,3395214.0,1555269,771935,1199841,3124899.0,44377466.43585234
HCL Technologies,2022-04-01,338681679.9026015,237046169.42466384,43959163.58848988,,23810326.804251455,14419086.722361939,10072961,287669,3567516,4886743,8508394.0,4811016,1181594,1463735,3924584.0,43299589.16708582
HCL Technologies,2022-05-01,346026017.42935646,230690589.58818513,61323643.396591835,49362187.238457516,19485768.66714255,13502946.111144872,15301801,1993499,416962,340492,16738366.0,1729272,639180,570240,1931004.0,43862432.33343462
HCL Technologies,2022-06-01,252460691.2672532,172306554.9440138,33324934.59354616,21054048.29744007,33826147.77382211,11707300.432423307,5070894,904803,4179881,2293550,,4136363,719234,1931886,4647001.0,21498767.297269918
HCL Technologies,2022-07-01,486385674.64110434,277073033.0114597,49145732.864233255,34275249.73314671,62073758.333503775,40041727.191352844,14893090,4665233,6102164,5376795,3698031.0,3084303,1937536,2321630,6919027.0,112869986.57405853
HCL Technologies,2022-08-01,291463929.8554257,168126003.1933562,30760494.99261803,16049325.080181226,40313920.49992022,23144357.917362876,8800446,802963,1443962,3629167,6525950.0,5626867,2759809,1577027,,70146745.75208864
HCL Technologies,2022-09-01,238227804.96419275,145951964.2192497,46759032.16114423,25520435.393181283,13940308.966257168,11379202.145949706,11171493,246935,4531339,463999,,2860500,353497,1177416,4257044.0,12852083.43784912
HCL Technologies,2022-10-01,137918428.83667058,58674167.434507914,20201468.21416677,18521128.68016169,10622543.083742559,14760698.296998974,6490679,233542,2140335,2483274,90254.0,3812258,214038,571572,1713196.0,38458150.89099692
HCL Technologies,2022-11-01,282075421.2352102,176427990.86859524,30449181.486846726,40908021.63128446,33935465.415182434,18799562.219942052,2825308,1598409,2490041,5161947,2421267.0,4502507,2497139,69468,2647495.0,60264960.65982616
HCL Technologies,2022-12-01,244773803.92608306,115731090.90090202,37143581.589462236,32881961.35604339,22917366.80770526,22974782.8589297,7707261,332705,3182854,58126,3490296.0,4501706,820959,1334618,1292253.0,61915360.57678911
HCL Technologies,2023-01-01,258579864.06212252,145115970.38671347,37805922.48246073,17710067.535331666,20834748.650045935,18914492.798237078,4833373,226935,2679853,804491,6541612.0,6127903,770833,2296076,2703235.0,56803290.39471123
HCL Technologies,2023-02-01,256594496.32261035,112669933.61233912,43138079.01953257,22392388.317653675,31646175.431481596,25196620.92268467,3978491,1403408,2299184,4662995,1894477.0,1476188,2372472,682932,4481040.0,77273067.76805401
HCL Technologies,2023-03-01,490050591.7269378,217981287.2602736,68698698.566787,60893352.54097849,66055769.58006976,50842651.4749693,8022259,1729875,4896544,3910936,,471530,1471662,2465236,7267104.0,138504902.4249079
HCL Technologies,2023-04-01,438006397.252016,297907152.58493465,52343493.92818286,58858920.54482148,57740962.81437586,21938937.68472462,12775257,1854711,2844813,2294582,9535709.0,10366817,2581867,1347376,,63881745.054173864
HCL Technologies,2023-05-01,123277216.9895744,76333648.60417688,13424090.645531517,10485894.398436097,17399140.82053727,8379869.434966502,1349014,107576,175966,752746,3162199.0,3447755,789135,1231218,1249331.0,27637149.304899506
HCL Technologies,2023-06-01,129731986.37393323,86482846.89934725,19780615.563798033,17733629.498946723,14617804.045932794,5867130.977696987,2602003,941614,311509,2365019,,448920,272460,1154852,815265.0,17612720.933090962
